148,Настройка KICS,{file}/var/opt/kaspersky/kics/private/exported_settings.ini,Settings.FloppyDrivePrincipals=>Access::Allow
149,Настройка KICS,{file}/var/opt/kaspersky/kics/private/exported_settings.ini,Settings.OpticalDrivePrincipals=>Principal::\Everyone
150,Настройка KICS,{file}/var/opt/kaspersky/kics/private/exported_settings.ini,Settings.OpticalDrivePrincipals=>UseRule::Yes
151,Настройка KICS,{file}/var/opt/kaspersky/kics/private/exported_settings.ini,Settings.OpticalDrivePrincipals=>ScheduleName::Default
152,Настройка KICS,{file}/var/opt/kaspersky/kics/private/exported_settings.ini,Settings.OpticalDrivePrincipals=>Access::Allow
153,Настройка KICS,{file}/var/opt/kaspersky/kics/private/exported_settings.ini,TaskId=16=>ScanRemovableDrives::DetailedScan
154,Настройка KICS,{file}/var/opt/kaspersky/kics/private/exported_settings.ini,TaskId=16=>ScanOpticalDrives::DetailedScan
155,Настройка KICS,{file}/var/opt/kaspersky/kics/private/exported_settings.ini,TaskId=16=>BlockDuringScan::No
156,Настройка KICS,{file}/var/opt/kaspersky/kics/private/exported_settings.ini,TaskId=17=>ActionOnDetect::Notify
157,Настройка KICS,{file}/var/opt/kaspersky/kics/private/exported_settings.ini,TaskId=17=>BlockAttackingHosts::No
158,Настройка KICS,{file}/var/opt/kaspersky/kics/private/exported_settings.ini,TaskId=17=>BlockDurationMinutes::60
159,Настройка KICS,{file}/var/opt/kaspersky/kics/private/exported_settings.ini,TaskId=17=>UseExcludeIPs::No

